1582131138	null	3C:B4:73:F0:C7:48	-2147483648	-63
1582131138	null	45:81:D2:FF:D4:E4	-2147483648	-92
1582131138	null	3C:D9:4F:E6:06:26	-2147483648	-85
1582131138	null	0F:90:75:80:9C:60	-2147483648	-93
1582131138	null	30:4F:F2:94:B5:12	-2147483648	-94
1582131138	null	26:FC:5F:47:74:A4	-2147483648	-93
1582131138	null	1D:40:70:AA:6A:0B	-2147483648	-83
1582131138	null	79:6E:FD:30:AF:4F	12	-90
1582131138	null	76:04:27:34:7F:6E	12	-93
1582131138	null	4C:86:91:4A:80:04	8	-72
1582131138	null	61:43:3E:B7:13:9B	12	-89
1582131138	null	04:67:58:99:DC:AC	-2147483648	-95
1582131138	null	79:1B:E9:E0:D9:FD	24	-86
1582131138	[TV] Samsung 7 Series (55)	FC:03:9F:13:D3:D1	-2147483648	-97
1582131138	null	69:00:39:0E:D4:AF	12	-78
1582131138	null	1D:40:70:AA:6A:0B	-2147483648	-78
1582131138	null	5D:06:ED:0C:79:E5	-2147483648	-97
1582131138	null	45:A3:02:6D:21:77	-2147483648	-96
1582131138	null	76:67:9D:FC:4C:1C	-2147483648	-82
1582131138	null	18:FF:C7:31:E4:30	-2147483648	-87
1582131138	null	3C:D9:4F:E6:06:26	-2147483648	-85
1582131138	LE-Earbuds	28:11:A5:29:EA:A2	8	-96
1582131138	null	30:4F:F2:94:B5:12	-2147483648	-84
1582131138	null	1D:40:70:AA:6A:0B	-2147483648	-74
1582131138	null	3B:9C:64:99:23:1A	-2147483648	-57
1582131138	null	39:36:C1:C4:2D:0E	-2147483648	-91
1582131138	null	4E:6F:59:4B:ED:0D	-2147483648	-99
1582131138	null	45:81:D2:FF:D4:E4	-2147483648	-91
1582131138	null	30:4F:F2:94:B5:12	-2147483648	-85
1582131138	null	44:42:56:BB:39:C4	-2147483648	-78
1582131138	null	5A:39:91:4B:3A:B1	12	-99
1582131138	null	3C:B4:73:F0:C7:48	-2147483648	-67
1582131138	null	39:36:C1:C4:2D:0E	-2147483648	-100
1582131138	null	69:00:39:0E:D4:AF	12	-79
1582131138	null	06:A4:F1:50:9F:CB	-2147483648	-85
1582131138	null	62:66:92:1D:21:8A	8	-92
1582131138	null	3C:B4:73:F0:C7:48	-2147483648	-78
1582131138	null	39:36:C1:C4:2D:0E	-2147483648	-94
1582131138	null	3B:9C:64:99:23:1A	-2147483648	-69
1582131138	null	0A:B4:A5:AF:16:F5	-2147483648	-80
1582131138	null	60:E8:D2:B1:1A:7F	-2147483648	-83
1582131138	null	01:9D:40:71:61:86	-2147483648	-91
1582131138	null	26:FC:5F:47:74:A4	-2147483648	-93
1582131139	null	61:6A:7E:FE:04:74	-2147483648	-89
1582131139	null	42:E6:76:61:BC:27	-2147483648	-87
1582131139	null	3C:D9:4F:E6:06:26	-2147483648	-91
1582131139	null	42:E6:76:61:BC:27	-2147483648	-80
1582131139	null	30:4F:F2:94:B5:12	-2147483648	-94
1582131139	[TV] Samsung 7 Series (55)	FC:03:9F:13:62:6F	-2147483648	-77
1582131139	null	42:E6:76:61:BC:27	-2147483648	-79
1582131139	null	44:DA:80:5D:1D:BB	12	-96
1582131139	null	44:42:56:BB:39:C4	-2147483648	-85
1582131139	null	39:59:0B:5B:56:66	-2147483648	-86
1582131139	null	42:E6:76:61:BC:27	-2147483648	-83
1582131139	null	3B:9C:64:99:23:1A	-2147483648	-54
1582131139	null	38:F9:D3:A7:4C:42	-2147483648	-96
1582131139	null	42:E6:76:61:BC:27	-2147483648	-77
1582131139	null	1D:40:70:AA:6A:0B	-2147483648	-73
1582131139	null	0F:90:75:80:9C:60	-2147483648	-94
1582131139	null	26:FC:5F:47:74:A4	-2147483648	-92
1582131139	null	30:4F:F2:94:B5:12	-2147483648	-83
1582131139	null	01:9D:40:71:61:86	-2147483648	-90
1582131139	null	4A:6B:AA:47:C4:3C	12	-92
1582131139	null	0F:90:75:80:9C:60	-2147483648	-96
1582131139	null	04:67:58:99:DC:AC	-2147483648	-97
1582131139	null	3B:9C:64:99:23:1A	-2147483648	-61
1582131139	null	5B:3A:3C:25:64:F7	-2147483648	-103
1582131139	null	01:9D:40:71:61:86	-2147483648	-100
